A,TOT_X_TM,NR,HR0	1782667 	2030769 
A,TOT_X_TM,NR,HR02	426245 	483984 
A,TOT_X_TM,NR,HR03	657304 	739474 
A,TOT_X_TM,NR,HR04	1125363 	: 
A,TOT_X_TM,NR,HR05	332691 	397073 
A,TOT_X_TM,NR,HR06	366427 	410238 
A,TOT_X_TM,NR,HU	4044298 	4683077 
A,TOT_X_TM,NR,HU1	1324509 	1509634 
A,TOT_X_TM,NR,HU11	726709 	808207 
A,TOT_X_TM,NR,HU12	597800 	701427 
A,TOT_X_TM,NR,HU2	1281455 	1487242 
A,TOT_X_TM,NR,HU21	463609 	543976 
A,TOT_X_TM,NR,HU22	451668 	519645 
A,TOT_X_TM,NR,HU23	366178 	423621 
A,TOT_X_TM,NR,HU3	1437903 	1685766 
A,TOT_X_TM,NR,HU31	405397 	473968 
A,TOT_X_TM,NR,HU32	520570 	613826 
A,TOT_X_TM,NR,HU33	511936 	597972 
A,TOT_X_TM,NR,IE	2569581 	2778607 
A,TOT_X_TM,NR,IE0	2569581 	2778607 
A,TOT_X_TM,NR,IE04	475957 	515050 
A,TOT_X_TM,NR,IE05	921578 	991109 
A,TOT_X_TM,NR,IE06	1172046 	1272448 
A,TOT_X_TM,NR,IS	: 	336622 
A,TOT_X_TM,NR,IS0	: 	336622 
A,TOT_X_TM,NR,IS00	: 	336622 
A,TOT_X_TM,NR,IT	43578092 	45183151 
A,TOT_X_TM,NR,ITC	11338245 	11550708 
A,TOT_X_TM,NR,ITC1	3344968 	3289361 
A,TOT_X_TM,NR,ITC2	217846 	316971 
A,TOT_X_TM,NR,ITC3	944176 	953735 
A,TOT_X_TM,NR,ITC4	6831255 	6990641 
A,TOT_X_TM,NR,ITF	9572597 	10017489 
A,TOT_X_TM,NR,ITF1	1000034 	1037339 
A,TOT_X_TM,NR,ITF2	248987 	256648 
A,TOT_X_TM,NR,ITF3	3841063 	4014361 
A,TOT_X_TM,NR,ITF4	2612994 	2741525 
A,TOT_X_TM,NR,ITF5	429805 	445970 
A,TOT_X_TM,NR,ITF6	1439714 	1521646 
A,TOT_X_TM,NR,ITG	4873519 	5132103 
A,TOT_X_TM,NR,ITG1	3676778 	3867362 
A,TOT_X_TM,NR,ITG2	1196741 	1264741 
A,TOT_X_TM,NR,ITH	8904006 	9352134 
A,TOT_X_TM,NR,ITH1	574623 	554831 
A,TOT_X_TM,NR,ITH2	640514 	872288 
A,TOT_X_TM,NR,ITH3	3529673 	3647425 
A,TOT_X_TM,NR,ITH4	889744 	912584 
A,TOT_X_TM,NR,ITH5	3269452 	3365006 
A,TOT_X_TM,NR,ITI	8889725 	9130717 
A,TOT_X_TM,NR,ITI1	2847142 	2976806 
A,TOT_X_TM,NR,ITI2	714066 	731717 
A,TOT_X_TM,NR,ITI3	1161379 	1188230 
A,TOT_X_TM,NR,ITI4	4167138 	4233964 
A,TOT_X_TM,NR,LI	33801 	35057 
A,TOT_X_TM,NR,LI0	33801 	35057 
A,TOT_X_TM,NR,LI00	33801 	35057 
A,TOT_X_TM,NR,LT	1490354 	1784022 
A,TOT_X_TM,NR,LT0	1490354 	1784022 
A,TOT_X_TM,NR,LT01	421904 	502367 
A,TOT_X_TM,NR,LT02	1058721 	1275312 
A,TOT_X_TM,NR,LU	451709 	497186 
A,TOT_X_TM,NR,LU0	451709 	497186 
A,TOT_X_TM,NR,LU00	451709 	497186 
A,TOT_X_TM,NR,LV	786393 	863901 
A,TOT_X_TM,NR,LV0	786393 	863901 
A,TOT_X_TM,NR,LV00	786393 	863901 
A,TOT_X_TM,NR,MK	448194 	530212 
A,TOT_X_TM,NR,MK0	448194 	530212 
A,TOT_X_TM,NR,MK00	448194 	530212 
A,TOT_X_TM,NR,MT	344226 	372323 
A,TOT_X_TM,NR,MT0	344226 	372323 
A,TOT_X_TM,NR,MT00	344226 	372323 
A,TOT_X_TM,NR,NL	9465535 	10010566 
A,TOT_X_TM,NR,NL1	980205 	1047579 
A,TOT_X_TM,NR,NL11	306509 	330229 
A,TOT_X_TM,NR,NL12	377719 	402280 
A,TOT_X_TM,NR,NL13	295977 	315070 
A,TOT_X_TM,NR,NL2	2200591 	2323313 
A,TOT_X_TM,NR,NL21	646952 	689265 
A,TOT_X_TM,NR,NL22	1150924 	1222800 
A,TOT_X_TM,NR,NL23	402715 	411248 
A,TOT_X_TM,NR,NL3	4085964 	4336381 
A,TOT_X_TM,NR,NL31	748946 	835304 
A,TOT_X_TM,NR,NL32	1349294 	1422380 
A,TOT_X_TM,NR,NL33	1757933 	1839158 
A,TOT_X_TM,NR,NL34	229791 	239539 
A,TOT_X_TM,NR,NL4	2198775 	2303293 
A,TOT_X_TM,NR,NL41	1552076 	1635907 
A,TOT_X_TM,NR,NL42	646699 	667386 
A,TOT_X_TM,NR,NO	2815940 	3492956 
A,TOT_X_TM,NR,NO0	2815940 	3492956 
A,TOT_X_TM,NR,NO01	669492 	: 
A,TOT_X_TM,NR,NO02	241771 	286487 
A,TOT_X_TM,NR,NO03	551096 	: 
A,TOT_X_TM,NR,NO04	387949 	: 
A,TOT_X_TM,NR,NO05	446763 	: 
A,TOT_X_TM,NR,NO06	239281 	293801 
A,TOT_X_TM,NR,NO07	261289 	318690 
A,TOT_X_TM,NR,NO08	997462 	1287161 
A,TOT_X_TM,NR,NO09	384847 	466713 
A,TOT_X_TM,NR,NO0A	690098 	838550 
A,TOT_X_TM,NR,NO0B	1192 	1554 
A,TOT_X_TM,NR,PL	26450712 	25865430 
A,TOT_X_TM,NR,PL2	5159524 	5005469 
A,TOT_X_TM,NR,PL21	2209908 	2177205 
A,TOT_X_TM,NR,PL22	2949616 	2828264 
A,TOT_X_TM,NR,PL4	4519385 	4399453 
A,TOT_X_TM,NR,PL41	2673511 	2606616 
A,TOT_X_TM,NR,PL42	1109387 	1068338 
A,TOT_X_TM,NR,PL43	736487 	724499 
A,TOT_X_TM,NR,PL5	2744335 	2629890 
A,TOT_X_TM,NR,PL51	2033012 	1981708 
A,TOT_X_TM,NR,PL52	711323 	648182 
A,TOT_X_TM,NR,PL6	3837984 	3716056 
A,TOT_X_TM,NR,PL61	1390418 	1328528 
A,TOT_X_TM,NR,PL62	872635 	851325 
A,TOT_X_TM,NR,PL63	1574931 	1536203 
A,TOT_X_TM,NR,PL7	2565031 	2486348 
A,TOT_X_TM,NR,PL71	1735696 	1690088 
A,TOT_X_TM,NR,PL72	829335 	796260 
A,TOT_X_TM,NR,PL8	3422157 	3393499 
A,TOT_X_TM,NR,PL81	1404824 	1383237 
A,TOT_X_TM,NR,PL82	1318439 	1308614 
A,TOT_X_TM,NR,PL84	698894 	701648 
A,TOT_X_TM,NR,PL9	4202296 	4234715 
A,TOT_X_TM,NR,PL91	2435827 	2521878 
A,TOT_X_TM,NR,PL92	1766469 	1712837 
A,TOT_X_TM,NR,PT	6447241 	7090889 
A,TOT_X_TM,NR,RO	7062913 	8907081 
A,TOT_X_TM,NR,RO1	1776519 	2225421 
A,TOT_X_TM,NR,RO11	937857 	1183054 
A,TOT_X_TM,NR,RO12	838662 	1042367 
A,TOT_X_TM,NR,RO2	1667862 	2170541 
A,TOT_X_TM,NR,RO21	866135 	1150813 
A,TOT_X_TM,NR,RO22	801727 	1019728 
A,TOT_X_TM,NR,RO3	2306581 	2850226 
A,TOT_X_TM,NR,RO31	898245 	1169515 
A,TOT_X_TM,NR,RO32	1408336 	1680711 
A,TOT_X_TM,NR,RO4	1311951 	1660893 
A,TOT_X_TM,NR,RO41	631102 	826168 
A,TOT_X_TM,NR,RO42	680849 	834725 
A,TOT_X_TM,NR,RS	: 	2517324 
A,TOT_X_TM,NR,RS1	: 	1365052 
A,TOT_X_TM,NR,RS11	: 	730592 
A,TOT_X_TM,NR,RS12	: 	634460 
A,TOT_X_TM,NR,RS2	: 	1152272 
A,TOT_X_TM,NR,RS21	: 	677625 
A,TOT_X_TM,NR,RS22	: 	465302 
A,TOT_X_TM,NR,SE	5514330 	5711708 
A,TOT_X_TM,NR,SE1	1994388 	2072053 
A,TOT_X_TM,NR,SE11	1075612 	1121995 
A,TOT_X_TM,NR,SE12	918776 	950058 
A,TOT_X_TM,NR,SE2	2419521 	2514620 
A,TOT_X_TM,NR,SE21	523799 	540006 
A,TOT_X_TM,NR,SE22	814684 	852350 
A,TOT_X_TM,NR,SE23	1081038 	1122264 
A,TOT_X_TM,NR,SE3	1100421 	1125035 
A,TOT_X_TM,NR,SE31	540289 	551309 
A,TOT_X_TM,NR,SE32	240150 	244391 
A,TOT_X_TM,NR,SE33	319982 	329335 
A,TOT_X_TM,NR,SI	1241253 	1337437 
A,TOT_X_TM,NR,SI0	1241253 	1337437 
A,TOT_X_TM,NR,SI03	645687 	700521 
A,TOT_X_TM,NR,SI04	595566 	636916 
A,TOT_X_TM,NR,SK	2581475 	2872612 
A,TOT_X_TM,NR,SK0	2581475 	2872612 
A,TOT_X_TM,NR,SK01	469480 	523270 
A,TOT_X_TM,NR,SK02	915243 	1013240 
A,TOT_X_TM,NR,SK03	581565 	646944 
A,TOT_X_TM,NR,SK04	615187 	689158 
A,TOT_X_TM,NR,TR	17277923 	19479743 
A,TOT_X_TM,NR,TR1	3746723 	4186122 
A,TOT_X_TM,NR,TR10	3746723 	4186122 
A,TOT_X_TM,NR,TR2	811050 	887767 
A,TOT_X_TM,NR,TR21	387495 	418466 
A,TOT_X_TM,NR,TR22	423555 	469301 
A,TOT_X_TM,NR,TR3	2562560 	2888991 
A,TOT_X_TM,NR,TR31	1038905 	1204348 
A,TOT_X_TM,NR,TR32	835927 	943169 
A,TOT_X_TM,NR,TR33	687728 	741474 
A,TOT_X_TM,NR,TR4	1724997 	1962100 
A,TOT_X_TM,NR,TR41	961212 	1109056 
A,TOT_X_TM,NR,TR42	763785 	853044 
A,TOT_X_TM,NR,TR5	2358063 	2775556 
A,TOT_X_TM,NR,TR51	1787047 	2148115 
A,TOT_X_TM,NR,TR52	571016 	627441 
A,TOT_X_TM,NR,TR6	2356909 	2713262 
A,TOT_X_TM,NR,TR61	895182 	1051543 
A,TOT_X_TM,NR,TR62	870537 	988319 
A,TOT_X_TM,NR,TR63	591190 	673400 
A,TOT_X_TM,NR,TR7	853104 	935493 
A,TOT_X_TM,NR,TR71	345743 	379011 
A,TOT_X_TM,NR,TR72	507361 	556482 
A,TOT_X_TM,NR,TR8	957866 	1049794 
A,TOT_X_TM,NR,TR81	230293 	238414 
A,TOT_X_TM,NR,TR82	167253 	175290 
A,TOT_X_TM,NR,TR83	560320 	636090 
A,TOT_X_TM,NR,TR9	510958 	583639 
A,TOT_X_TM,NR,TR90	510958 	583639 
A,TOT_X_TM,NR,TRA	221141 	226568 
A,TOT_X_TM,NR,TRA1	147843 	157323 
A,TOT_X_TM,NR,TRA2	73298 	69245 
A,TOT_X_TM,NR,TRB	369514 	404630 
A,TOT_X_TM,NR,TRB1	255193 	295762 
A,TOT_X_TM,NR,TRB2	114321 	108868 
A,TOT_X_TM,NR,TRC	805038 	865821 
A,TOT_X_TM,NR,TRC1	428631 	494080 
A,TOT_X_TM,NR,TRC2	243589 	241092 
A,TOT_X_TM,NR,TRC3	132818 	130649 
A,TOT_X_TM,NR,UK	36276175 	: 
A,TOT_X_TM,NR,UKC	1300286 	: 
A,TOT_X_TM,NR,UKC1	646945 	: 
A,TOT_X_TM,NR,UKC2	653341 	: 
A,TOT_X_TM,NR,UKD	3463713 	: 
A,TOT_X_TM,NR,UKD1	301969 	: 
A,TOT_X_TM,NR,UKD3	1299239 	: 
A,TOT_X_TM,NR,UKD4	789283 	: 
A,TOT_X_TM,NR,UKD6	445868 	: 
A,TOT_X_TM,NR,UKD7	627354 	: 
A,TOT_X_TM,NR,UKE	2501710 	: 
A,TOT_X_TM,NR,UKE1	502730 	: 
A,TOT_X_TM,NR,UKE2	465850 	: 
A,TOT_X_TM,NR,UKE3	430638 	: 
A,TOT_X_TM,NR,UKE4	1102492 	: 
A,TOT_X_TM,NR,UKF	2749261 	: 
A,TOT_X_TM,NR,UKF1	1240232 	: 
A,TOT_X_TM,NR,UKF2	1095979 	: 
A,TOT_X_TM,NR,UKF3	413050 	: 
A,TOT_X_TM,NR,UKG	3603724 	: 
A,TOT_X_TM,NR,UKG1	895386 	: 
A,TOT_X_TM,NR,UKG2	959412 	: 
A,TOT_X_TM,NR,UKG3	1748926 	: 
A,TOT_X_TM,NR,UKH	3332720 	: 
A,TOT_X_TM,NR,UKH1	1426983 	: 
A,TOT_X_TM,NR,UKH2	975784 	: 
A,TOT_X_TM,NR,UKH3	929953 	: 
A,TOT_X_TM,NR,UKI	2924928 	: 
A,TOT_X_TM,NR,UKJ	5547795 	: 
A,TOT_X_TM,NR,UKJ1	1743364 	: 
A,TOT_X_TM,NR,UKJ2	1544537 	: 
A,TOT_X_TM,NR,UKJ3	1221001 	: 
A,TOT_X_TM,NR,UKJ4	1038893 	: 
A,TOT_X_TM,NR,UKK	3229875 	: 
A,TOT_X_TM,NR,UKK1	1382895 	: 
A,TOT_X_TM,NR,UKK2	846834 	: 
A,TOT_X_TM,NR,UKK3	356621 	: 
A,TOT_X_TM,NR,UKK4	643525 	: 
A,TOT_X_TM,NR,UKL	1780164 	: 
A,TOT_X_TM,NR,UKL1	1139229 	: 
A,TOT_X_TM,NR,UKL2	640935 	: 
A,TOT_X_TM,NR,UKM	2814888 	: 
A,TOT_X_TM,NR,UKM5	275858 	: 
A,TOT_X_TM,NR,UKM6	284653 	: 
A,TOT_X_TM,NR,UKM7	996449 	: 
A,TOT_X_TM,NR,UKM8	737203 	: 
A,TOT_X_TM,NR,UKM9	520725 	: 
A,TOT_X_TM,NR,UKN	1085687 	: 
A,TOT_X_TM,NR,UKN0	1085687 	: 
