freq,vehicle,unit,geo\TIME_PERIOD	2017 	2021 
A,CAR,NR,AL	417426 	593280 
A,CAR,NR,AL0	417426 	593280 
A,CAR,NR,AL01	: 	184562 
A,CAR,NR,AL02	: 	248462 
A,CAR,NR,AL03	: 	160256 
A,CAR,NR,AT	4898578 	5133836 
A,CAR,NR,AT1	1964949 	2051224 
A,CAR,NR,AT11	192756 	203511 
A,CAR,NR,AT12	1070536 	1122613 
A,CAR,NR,AT13	701657 	725100 
A,CAR,NR,AT2	1100302 	1152871 
A,CAR,NR,AT21	354299 	370560 
A,CAR,NR,AT22	746003 	782311 
A,CAR,NR,AT3	1833327 	1929741 
A,CAR,NR,AT31	915999 	967736 
A,CAR,NR,AT32	307929 	321735 
A,CAR,NR,AT33	399680 	420530 
A,CAR,NR,AT34	209719 	219740 
A,CAR,NR,BA	: 	983077 
A,CAR,NR,BE	5776221 	5916315 
A,CAR,NR,BE1	493123 	493994 
A,CAR,NR,BE10	493123 	493994 
A,CAR,NR,BE2	3494834 	3591052 
A,CAR,NR,BE21	928449 	939272 
A,CAR,NR,BE22	472333 	483171 
A,CAR,NR,BE23	729204 	742587 
A,CAR,NR,BE24	750626 	798357 
A,CAR,NR,BE25	614222 	627665 
A,CAR,NR,BE3	1788264 	1831269 
A,CAR,NR,BE31	218847 	216514 
A,CAR,NR,BE32	647204 	662791 
A,CAR,NR,BE33	533280 	547941 
A,CAR,NR,BE34	144159 	150651 
A,CAR,NR,BE35	244774 	253372 
A,CAR,NR,BG	2770615 	2830464 
A,CAR,NR,BG3	1338987 	1331543 
A,CAR,NR,BG31	289491 	282831 
A,CAR,NR,BG32	321041 	306436 
A,CAR,NR,BG33	358189 	354889 
A,CAR,NR,BG34	370266 	387387 
A,CAR,NR,BG4	1431628 	1498921 
A,CAR,NR,BG41	929635 	959553 
A,CAR,NR,BG42	501993 	539368 
A,CAR,NR,CH	4630054 	4793803 
A,CAR,NR,CH0	4630054 	4793803 
A,CAR,NR,CH01	862357 	881245 
A,CAR,NR,CH02	1028688 	1068535 
A,CAR,NR,CH03	611727 	637916 
A,CAR,NR,CH04	746016 	766204 
A,CAR,NR,CH05	681297 	713103 
A,CAR,NR,CH06	472992 	501841 
A,CAR,NR,CH07	226977 	224959 
A,CAR,NR,CY	526617 	592156 
A,CAR,NR,CY0	526617 	592156 
A,CAR,NR,CY00	526617 	592156 
A,CAR,NR,CZ	5538222 	6088730 
A,CAR,NR,CZ0	5538222 	6088730 
A,CAR,NR,CZ01	881618 	950587 
A,CAR,NR,CZ02	723551 	809595 
A,CAR,NR,CZ03	683452 	752807 
A,CAR,NR,CZ04	554301 	607189 
A,CAR,NR,CZ05	774516 	851334 
A,CAR,NR,CZ06	833676 	921280 
A,CAR,NR,CZ07	556120 	614164 
A,CAR,NR,CZ08	530988 	581774 
A,CAR,NR,DE	45803560 	48540878 
A,CAR,NR,DE1	6410321 	6868130 
A,CAR,NR,DE11	2448425 	2597332 
A,CAR,NR,DE12	1575242 	1673044 
A,CAR,NR,DE13	1282917 	1375775 
A,CAR,NR,DE14	1103737 	1191979 
A,CAR,NR,DE2	7695182 	8228614 
A,CAR,NR,DE21	2667460 	2840417 
A,CAR,NR,DE22	761248 	831085 
A,CAR,NR,DE23	683951 	733235 
A,CAR,NR,DE24	663234 	699515 
A,CAR,NR,DE25	991404 	1052966 
A,CAR,NR,DE26	819127 	866698 
A,CAR,NR,DE27	1108758 	1204698 
A,CAR,NR,DE3	1195149 	1241793 
A,CAR,NR,DE30	1195149 	1241793 
A,CAR,NR,DE4	1387847 	1468651 
A,CAR,NR,DE40	1387847 	1468651 
A,CAR,NR,DE5	290136 	299330 
A,CAR,NR,DE50	290136 	299330 
A,CAR,NR,DE6	771573 	813847 
A,CAR,NR,DE60	771573 	813847 
A,CAR,NR,DE7	3598862 	3813653 
A,CAR,NR,DE71	2265719 	2399106 
A,CAR,NR,DE72	617228 	654208 
A,CAR,NR,DE73	715915 	760339 
A,CAR,NR,DE8	840968 	881398 
A,CAR,NR,DE80	840968 	881398 
A,CAR,NR,DE9	4602743 	4909123 
A,CAR,NR,DE91	973814 	1014430 
A,CAR,NR,DE92	1156681 	1225327 
A,CAR,NR,DE93	1027333 	1103730 
A,CAR,NR,DE94	1444915 	1565636 
A,CAR,NR,DEA	9807338 	10422671 
A,CAR,NR,DEA1	2765439 	2925681 
A,CAR,NR,DEA2	2420186 	2553248 
A,CAR,NR,DEA3	1433419 	1539747 
A,CAR,NR,DEA4	1196778 	1281130 
A,CAR,NR,DEA5	1991516 	2122865 
A,CAR,NR,DEB	2449404 	2602699 
A,CAR,NR,DEB1	926707 	989641 
A,CAR,NR,DEB2	318272 	343502 
A,CAR,NR,DEB3	1204425 	1269556 
A,CAR,NR,DEC	622819 	648268 
A,CAR,NR,DEC0	622819 	648268 
A,CAR,NR,DED	2122324 	2182655 
A,CAR,NR,DED2	817373 	842218 
A,CAR,NR,DED4	823033 	833103 
A,CAR,NR,DED5	481918 	507334 
A,CAR,NR,DEE	1199771 	1222087 
A,CAR,NR,DEE0	1199771 	1222087 
A,CAR,NR,DEF	1613213 	1731189 
A,CAR,NR,DEF0	1613213 	1731189 
A,CAR,NR,DEG	1174517 	1194461 
A,CAR,NR,DEG0	1174517 	1194461 
A,CAR,NR,DK	2530047 	2787553 
A,CAR,NR,DK0	2530047 	2787553 
A,CAR,NR,DK01	705906 	780496 
A,CAR,NR,DK02	380053 	416930 
A,CAR,NR,DK03	567421 	621335 
A,CAR,NR,DK04	604096 	667841 
A,CAR,NR,DK05	269805 	298824 
A,CAR,NR,EE	725944 	825936 
A,CAR,NR,EE0	725944 	825936 
A,CAR,NR,EE00	725944 	825936 
A,CAR,NR,EL	5235928 	5604192 
A,CAR,NR,EL3	2887680 	3114399 
A,CAR,NR,EL30	2887680 	3114399 
A,CAR,NR,EL4	444468 	471448 
A,CAR,NR,EL41	58861 	60510 
A,CAR,NR,EL42	116868 	122160 
A,CAR,NR,EL43	268739 	288778 
A,CAR,NR,EL5	1167319 	1241280 
A,CAR,NR,EL51	206243 	221119 
A,CAR,NR,EL52	748866 	793713 
A,CAR,NR,EL53	97568 	101243 
A,CAR,NR,EL54	114642 	125205 
A,CAR,NR,EL6	736461 	777065 
A,CAR,NR,EL61	240256 	256664 
A,CAR,NR,EL62	83853 	87526 
A,CAR,NR,EL63	177940 	191902 
A,CAR,NR,EL64	131249 	133056 
A,CAR,NR,EL65	103163 	107917 
A,CAR,NR,ES	24676557 e	26293882 
A,CAR,NR,ES1	2410892 e	2541836 
A,CAR,NR,ES11	1559818 e	1652148 
A,CAR,NR,ES12	535980 e	556158 
A,CAR,NR,ES13	315094 e	333530 
A,CAR,NR,ES2	2168731 e	2273776 
A,CAR,NR,ES21	1040169 e	1077863 
A,CAR,NR,ES22	341014 e	362966 
A,CAR,NR,ES23	154224 e	164222 
A,CAR,NR,ES24	633324 e	668725 
A,CAR,NR,ES3	3773994 e	4170492 
A,CAR,NR,ES30	3773994 e	4170492 
A,CAR,NR,ES4	3067747 e	3281122 
A,CAR,NR,ES41	1354434 e	1424805 
A,CAR,NR,ES42	1108636 e	1204261 
A,CAR,NR,ES43	604677 e	652056 
A,CAR,NR,ES5	6986365 e	7250960 
A,CAR,NR,ES51	3657289 e	3723273 
A,CAR,NR,ES52	2601299 e	2761176 
A,CAR,NR,ES53	727777 e	766511 
A,CAR,NR,ES6	5052091 e	5464864 
A,CAR,NR,ES61	4191123 e	4526691 
A,CAR,NR,ES62	763956 e	838049 
A,CAR,NR,ES63	45517 e	45727 
A,CAR,NR,ES64	51495 e	54397 
A,CAR,NR,ES7	1216737 e	1310832 
A,CAR,NR,ES70	1216737 e	1310832 
A,CAR,NR,FI	3410967 	3651765 
A,CAR,NR,FI1	3387112 	3626133 
A,CAR,NR,FI19	921557 	989360 
A,CAR,NR,FI1B	855812 	924528 
A,CAR,NR,FI1C	760810 	804705 
A,CAR,NR,FI1D	848933 	907540 
A,CAR,NR,FI2	23855 	25632 
A,CAR,NR,FI20	23855 	25632 
A,CAR,NR,FR	38136818 	38814659 
A,CAR,NR,FR1	5287231 	5314072 
A,CAR,NR,FR10	5287231 	5314072 
A,CAR,NR,FRB	1603546 	1606832 
A,CAR,NR,FRB0	1603546 	1606832 
A,CAR,NR,FRC	1761378 	1770361 
A,CAR,NR,FRD	2047613 	2059144 
A,CAR,NR,FRE	3387705 	3453181 
A,CAR,NR,FRF	3319608 	3377549 
A,CAR,NR,FRG	2286103 	2349128 
A,CAR,NR,FRG0	2286103 	2349128 
A,CAR,NR,FRH	2081130 	2140474 
A,CAR,NR,FRH0	2081130 	2140474 
A,CAR,NR,FRI	3856163 	3936735 
A,CAR,NR,FRJ	3637471 	3725833 
A,CAR,NR,FRK	4782549 	4909658 
A,CAR,NR,FRL	3010382 	3058762 
A,CAR,NR,FRL0	3010382 	3058762 
A,CAR,NR,FRM	208394 	208931 
A,CAR,NR,FRM0	208394 	208931 
A,CAR,NR,FRY	865966 	901549 
A,CAR,NR,FRY1	196483 	204449 
A,CAR,NR,FRY2	202768 	197714 
A,CAR,NR,FRY3	60823 	62506 
A,CAR,NR,FRY4	385605 	413219 
A,CAR,NR,FRY5	20287 	23661 
A,CAR,NR,HR	1596087 	1795465 
A,CAR,NR,HR0	1596087 	1795465 
A,CAR,NR,HR02	382334 	428450 
A,CAR,NR,HR03	589109 	653024 
A,CAR,NR,HR04	1006978 	: 
A,CAR,NR,HR05	297506 	351199 
A,CAR,NR,HR06	327138 	362792 
A,CAR,NR,HU	3471997 	4020159 
A,CAR,NR,HU1	1146373 	1304610 
A,CAR,NR,HU11	633554 	702865 
A,CAR,NR,HU12	512819 	601745 
A,CAR,NR,HU2	1102268 	1279286 
A,CAR,NR,HU21	399931 	468996 
A,CAR,NR,HU22	388655 	448456 
A,CAR,NR,HU23	313682 	361834 
A,CAR,NR,HU3	1223044 	1435952 
A,CAR,NR,HU31	349310 	410123 
A,CAR,NR,HU32	444405 	523221 
A,CAR,NR,HU33	429329 	502608 
A,CAR,NR,IE	2142260 	2309650 
A,CAR,NR,IE0	2142260 	2309650 
A,CAR,NR,IE04	377470 	409920 
A,CAR,NR,IE05	763620 	823900 
A,CAR,NR,IE06	1001170 	1075830 
A,CAR,NR,IS	257100 	289017 
A,CAR,NR,IS0	257100 	289017 
A,CAR,NR,IS00	257100 	289017 
A,CAR,NR,IT	38503317 	39806554 
A,CAR,NR,ITC	10028348 	10193745 
A,CAR,NR,ITC1	2939164 	2878450 
A,CAR,NR,ITC2	167269 	249376 
A,CAR,NR,ITC3	838182 	843818 
A,CAR,NR,ITC4	6083733 	6222101 
A,CAR,NR,ITF	8478873 	8846355 
A,CAR,NR,ITF1	870648 	899809 
A,CAR,NR,ITF2	210310 	215383 
A,CAR,NR,ITF3	3438004 	3583649 
A,CAR,NR,ITF4	2329173 	2435650 
A,CAR,NR,ITF5	371041 	382469 
A,CAR,NR,ITF6	1259697 	1329395 
A,CAR,NR,ITG	4295826 	4507927 
A,CAR,NR,ITG1	3258041 	3418030 
A,CAR,NR,ITG2	1037785 	1089897 
A,CAR,NR,ITH	7796216 	8156918 
A,CAR,NR,ITH1	503218 	479662 
A,CAR,NR,ITH2	549254 	734902 
A,CAR,NR,ITH3	3104735 	3200406 
A,CAR,NR,ITH4	792485 	808518 
A,CAR,NR,ITH5	2846524 	2933430 
A,CAR,NR,ITI	7904054 	8101609 
A,CAR,NR,ITI1	2494972 	2601701 
A,CAR,NR,ITI2	631281 	645183 
A,CAR,NR,ITI3	1016165 	1039819 
A,CAR,NR,ITI4	3761636 	3814906 
A,CAR,NR,LI	29676 	30541 
A,CAR,NR,LI0	29676 	30541 
A,CAR,NR,LI00	29676 	30541 
A,CAR,NR,LT	1356987 	1611143 
A,CAR,NR,LT0	1356987 	1611143 
A,CAR,NR,LT01	383502 	451233 
A,CAR,NR,LT02	963993 	1153728 
A,CAR,NR,LU	403282 	439919 
A,CAR,NR,LU0	403282 	439919 
A,CAR,NR,LU00	403282 	439919 
A,CAR,NR,LV	689536 	758688 
A,CAR,NR,LV0	689536 	758688 
A,CAR,NR,LV00	689536 	758688 
A,CAR,NR,MK	403316 	477820 
A,CAR,NR,MK0	403316 	477820 
A,CAR,NR,MK00	403316 	477820 
A,CAR,NR,MT	291798 	313200 
A,CAR,NR,MT0	291798 	313200 
A,CAR,NR,MT00	291798 	313200 
A,CAR,NR,NL	8373244 	8827709 
A,CAR,NR,NL1	854113 	909302 
A,CAR,NR,NL11	270118 	289536 
A,CAR,NR,NL12	323628 	343211 
A,CAR,NR,NL13	260367 	276555 
A,CAR,NR,NL2	1933695 	2036509 
A,CAR,NR,NL21	568043 	601455 
A,CAR,NR,NL22	1011151 	1071822 
A,CAR,NR,NL23	354501 	363232 
A,CAR,NR,NL3	3636130 	3848599 
A,CAR,NR,NL31	664987 	735995 
A,CAR,NR,NL32	1199410 	1263783 
A,CAR,NR,NL33	1570941 	1639854 
A,CAR,NR,NL34	200792 	208967 
A,CAR,NR,NL4	1949306 	2033299 
A,CAR,NR,NL41	1367465 	1433498 
A,CAR,NR,NL42	581841 	599801 
A,CAR,NR,NO	2718281 	2881101 
A,CAR,NR,NO0	2718281 	2881101 
A,CAR,NR,NO01	635177 	: 
A,CAR,NR,NO02	232451 	233637 
A,CAR,NR,NO03	536685 	: 
A,CAR,NR,NO04	378189 	: 
A,CAR,NR,NO05	433953 	: 
A,CAR,NR,NO06	230945 	247558 
A,CAR,NR,NO07	252688 	265219 
A,CAR,NR,NO08	954535 	1030797 
A,CAR,NR,NO09	375019 	395240 
A,CAR,NR,NO0A	671557 	707531 
A,CAR,NR,NO0B	1086 	1119 
A,CAR,NR,PL	22503579 	21356007 
A,CAR,NR,PL2	4438873 	4191774 
A,CAR,NR,PL21	1879860 	1800328 
A,CAR,NR,PL22	2559013 	2391446 
A,CAR,NR,PL4	3835199 	3611875 
