freq,unit,sex,age,geo\TIME_PERIOD	2021 
A,YR,T,Y_LT1,PL	75.4 bep
A,YR,T,Y_LT1,PL2	75.5 bep
A,YR,T,Y_LT1,PL21	76.9 bep
A,YR,T,Y_LT1,PL22	74.6 bep
A,YR,T,Y_LT1,PL4	75.3 bep
A,YR,T,Y_LT1,PL41	75.7 bep
A,YR,T,Y_LT1,PL42	75.0 bep
A,YR,T,Y_LT1,PL43	74.4 bep
A,YR,T,Y_LT1,PL5	75.3 bep
A,YR,T,Y_LT1,PL51	75.2 bep
A,YR,T,Y_LT1,PL52	75.7 bep
A,YR,T,Y_LT1,PL6	75.3 bep
A,YR,T,Y_LT1,PL61	74.8 bep
A,YR,T,Y_LT1,PL62	74.5 bep
A,YR,T,Y_LT1,PL63	76.2 bep
A,YR,T,Y_LT1,PL7	74.8 bep
A,YR,T,Y_LT1,PL71	74.6 bep
A,YR,T,Y_LT1,PL72	75.3 bep
A,YR,T,Y_LT1,PL8	75.5 bep
A,YR,T,Y_LT1,PL81	74.9 bep
A,YR,T,Y_LT1,PL82	76.2 bep
A,YR,T,Y_LT1,PL84	75.3 bep
A,YR,T,Y_LT1,PL9	75.7 bep
A,YR,T,Y_LT1,PL91	76.8 bep
A,YR,T,Y_LT1,PL92	74.3 bep
A,YR,T,Y_LT1,PT	81.5 
A,YR,T,Y_LT1,PT1	81.6 
A,YR,T,Y_LT1,PT11	82.7 
A,YR,T,Y_LT1,PT15	80.7 
A,YR,T,Y_LT1,PT16	81.8 
A,YR,T,Y_LT1,PT17	80.8 
A,YR,T,Y_LT1,PT18	80.3 
A,YR,T,Y_LT1,PT2	79.2 
A,YR,T,Y_LT1,PT20	79.2 
A,YR,T,Y_LT1,PT3	79.8 
A,YR,T,Y_LT1,PT30	79.8 
A,YR,T,Y_LT1,RO	72.8 e
A,YR,T,Y_LT1,RO1	73.0 e
A,YR,T,Y_LT1,RO11	72.8 e
A,YR,T,Y_LT1,RO12	73.3 e
A,YR,T,Y_LT1,RO2	72.1 e
A,YR,T,Y_LT1,RO21	72.0 e
A,YR,T,Y_LT1,RO22	72.1 e
A,YR,T,Y_LT1,RO3	73.1 e
A,YR,T,Y_LT1,RO31	72.4 e
A,YR,T,Y_LT1,RO32	73.9 e
A,YR,T,Y_LT1,RO4	73.0 e
A,YR,T,Y_LT1,RO41	73.4 e
A,YR,T,Y_LT1,RO42	72.5 e
A,YR,T,Y_LT1,RS	72.8 
A,YR,T,Y_LT1,RS1	73.2 
A,YR,T,Y_LT1,RS11	73.8 
A,YR,T,Y_LT1,RS12	72.6 
