freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2017 	2021 
A,DOM,NR,I551-I553,AT11	792193 	599656 
A,DOM,NR,I551-I553,AT12	1531263 	1099982 
A,DOM,NR,I551-I553,AT13	1541488 	667857 
A,DOM,NR,I551-I553,AT21	1254949 	1108444 
A,DOM,NR,I551-I553,AT22	2366539 	1718646 
A,DOM,NR,I551-I553,AT31	1537025 	1085792 
A,DOM,NR,I551-I553,AT32	1936763 	1206650 
A,DOM,NR,I551-I553,AT33	1347885 	921193 
A,DOM,NR,I551-I553,AT34	372512 	251680 
A,DOM,NR,I551-I553,BE10	751975 	473598 
A,DOM,NR,I551-I553,BE21	940935 	806324 
A,DOM,NR,I551-I553,BE22	785011 	887558 
A,DOM,NR,I551-I553,BE23	525649 	525418 
A,DOM,NR,I551-I553,BE24	559935 	356444 
A,DOM,NR,I551-I553,BE25	2325226 	2493558 
A,DOM,NR,I551-I553,BE31	152385 	127869 
A,DOM,NR,I551-I553,BE32	333951 	321103 
A,DOM,NR,I551-I553,BE33	623312 	660713 
A,DOM,NR,I551-I553,BE34	566045 	729426 
A,DOM,NR,I551-I553,BE35	370260 	346907 
A,DOM,NR,I551-I553,BG31	257559 	225720 
A,DOM,NR,I551-I553,BG32	346629 	294445 
A,DOM,NR,I551-I553,BG33	561669 	536982 
A,DOM,NR,I551-I553,BG34	650578 	876161 
A,DOM,NR,I551-I553,BG41	1072617 	899633 
A,DOM,NR,I551-I553,BG42	916764 	921662 
A,DOM,NR,I551-I553,CH01	2821393 	3182946 
A,DOM,NR,I551-I553,CH02	2355369 	2857688 
A,DOM,NR,I551-I553,CH03	580890 	543536 
A,DOM,NR,I551-I553,CH04	1088227 	870441 
A,DOM,NR,I551-I553,CH05	2545753 	3137075 
A,DOM,NR,I551-I553,CH06	1223589 	1493569 
A,DOM,NR,I551-I553,CH07	1073091 	1507267 
A,DOM,NR,I551-I553,CY00	457850 	713176 
A,DOM,NR,I551-I553,CZ01	1090243 	943464 
A,DOM,NR,I551-I553,CZ02	777984 	702904 
A,DOM,NR,I551-I553,CZ03	1521546 	1451713 
A,DOM,NR,I551-I553,CZ04	769165 	843549 
A,DOM,NR,I551-I553,CZ05	2119024 	1835129 
A,DOM,NR,I551-I553,CZ06	1740321 	1528263 
A,DOM,NR,I551-I553,CZ07	1116615 	935345 
A,DOM,NR,I551-I553,CZ08	705195 	573576 
A,DOM,NR,I551-I553,DE11	4733052 	2305317 
A,DOM,NR,I551-I553,DE12	3885686 	2140146 
A,DOM,NR,I551-I553,DE13	4504082 	3341320 
A,DOM,NR,I551-I553,DE14	2609605 	1868025 
A,DOM,NR,I551-I553,DE21	11182218 	6576193 
A,DOM,NR,I551-I553,DE22	2606523 	1584932 
A,DOM,NR,I551-I553,DE23	1677779 	1043418 
A,DOM,NR,I551-I553,DE24	1731918 	1123065 
A,DOM,NR,I551-I553,DE25	2823158 	1708628 
A,DOM,NR,I551-I553,DE26	2330730 	1427477 
A,DOM,NR,I551-I553,DE27	4064717 	2784374 
A,DOM,NR,I551-I553,DE30	7848444 	3837677 
A,DOM,NR,I551-I553,DE40	4338745 	2909098 
A,DOM,NR,I551-I553,DE50	: c	684009 
A,DOM,NR,I551-I553,DE60	5240894 	2820523 
A,DOM,NR,I551-I553,DE71	7026364 	3252126 
A,DOM,NR,I551-I553,DE72	1011714 	598705 
A,DOM,NR,I551-I553,DE73	2829610 	1568617 
A,DOM,NR,I551-I553,DE80	6980711 	5174714 
A,DOM,NR,I551-I553,DE91	2330624 	1374824 
A,DOM,NR,I551-I553,DE92	2700510 	1545990 
A,DOM,NR,I551-I553,DE93	2921218 	2065137 
A,DOM,NR,I551-I553,DE94	4486601 	3106388 
A,DOM,NR,I551-I553,DEA1	4848506 	2396423 
A,DOM,NR,I551-I553,DEA2	5367620 	2661643 
A,DOM,NR,I551-I553,DEA3	1754235 	1100303 
A,DOM,NR,I551-I553,DEA4	1650756 	926017 
A,DOM,NR,I551-I553,DEA5	3172887 	1784611 
A,DOM,NR,I551-I553,DEB1	2749336 	1581960 
A,DOM,NR,I551-I553,DEB2	1461840 	1018938 
A,DOM,NR,I551-I553,DEB3	2405313 	1446534 
A,DOM,NR,I551-I553,DEC0	: c	498751 
A,DOM,NR,I551-I553,DED2	3290363 	1835530 
A,DOM,NR,I551-I553,DED4	1587590 	804980 
A,DOM,NR,I551-I553,DED5	1881856 	1126001 
A,DOM,NR,I551-I553,DEE0	3018480 	1954123 
A,DOM,NR,I551-I553,DEF0	6625768 	6092399 
A,DOM,NR,I551-I553,DEG0	3406443 	2053431 
A,DOM,NR,I551-I553,DK01	1514043 e	1684918 e
A,DOM,NR,I551-I553,DK02	476281 e	482406 e
A,DOM,NR,I551-I553,DK03	1307719 e	1430238 e
A,DOM,NR,I551-I553,DK04	881298 e	935222 e
A,DOM,NR,I551-I553,DK05	622274 e	699588 e
A,DOM,NR,I551-I553,EE00	1388785 	1575563 
A,DOM,NR,I551-I553,EL30	1377968 	898891 
A,DOM,NR,I551-I553,EL41	164060 	126250 
A,DOM,NR,I551-I553,EL42	1030430 	604618 
A,DOM,NR,I551-I553,EL43	426218 	361407 
A,DOM,NR,I551-I553,EL51	404542 	253928 
A,DOM,NR,I551-I553,EL52	1276283 	847171 
A,DOM,NR,I551-I553,EL53	134832 	74864 
A,DOM,NR,I551-I553,EL54	453968 	340071 
A,DOM,NR,I551-I553,EL61	742273 	517166 
A,DOM,NR,I551-I553,EL62	257163 	217569 
A,DOM,NR,I551-I553,EL63	458011 	286201 
A,DOM,NR,I551-I553,EL64	501965 	385096 
A,DOM,NR,I551-I553,EL65	914858 	739324 
A,DOM,NR,I551-I553,ES11	3660907 	3509687 
A,DOM,NR,I551-I553,ES12	1962057 	1667845 
A,DOM,NR,I551-I553,ES13	1572516 	1275195 
A,DOM,NR,I551-I553,ES21	2208087 	1940059 
A,DOM,NR,I551-I553,ES22	1069787 	937454 
A,DOM,NR,I551-I553,ES23	689529 	458027 
A,DOM,NR,I551-I553,ES24	2885112 	2284235 
A,DOM,NR,I551-I553,ES30	6977594 	5009934 
A,DOM,NR,I551-I553,ES41	4851342 	3632639 
A,DOM,NR,I551-I553,ES42	2284430 	1813892 
A,DOM,NR,I551-I553,ES43	1485805 	1220039 
A,DOM,NR,I551-I553,ES51	10585389 	9319994 
A,DOM,NR,I551-I553,ES52	6804085 	6111913 
A,DOM,NR,I551-I553,ES53	1635440 	1548098 
A,DOM,NR,I551-I553,ES61	11605437 	10653216 
A,DOM,NR,I551-I553,ES62	1241434 	990792 
A,DOM,NR,I551-I553,ES63	48709 	36508 
A,DOM,NR,I551-I553,ES64	42078 	29098 
A,DOM,NR,I551-I553,ES70	2549600 	2630724 
A,DOM,NR,I551-I553,FI19	2134721 	2054286 
A,DOM,NR,I551-I553,FI1B	2224340 	1613423 
A,DOM,NR,I551-I553,FI1C	1472888 	1464243 
A,DOM,NR,I551-I553,FI1D	2692540 	2920313 
A,DOM,NR,I551-I553,FI20	89651 	115448 
A,DOM,NR,I551-I553,FR10	20066591 u	16057097 e
A,DOM,NR,I551-I553,FRB0	4229617 u	3404779 e
A,DOM,NR,I551-I553,FRC1	: c	2359249 e
A,DOM,NR,I551-I553,FRC2	1472601 u	1110151 e
A,DOM,NR,I551-I553,FRD1	3263765 u	2760734 e
A,DOM,NR,I551-I553,FRD2	: c	1518429 e
A,DOM,NR,I551-I553,FRE1	3393282 u	2436434 e
A,DOM,NR,I551-I553,FRE2	: c	1471724 e
A,DOM,NR,I551-I553,FRF1	3117863 u	2487720 e
A,DOM,NR,I551-I553,FRF2	: c	1270997 e
A,DOM,NR,I551-I553,FRF3	2641156 u	1885019 e
A,DOM,NR,I551-I553,FRG0	6851545 	5610136 e
A,DOM,NR,I551-I553,FRH0	6618316 	5724416 e
A,DOM,NR,I551-I553,FRI1	8419000 	7056610 e
A,DOM,NR,I551-I553,FRI2	: c	872054 e
A,DOM,NR,I551-I553,FRI3	4511638 u	3765451 e
A,DOM,NR,I551-I553,FRJ1	7283113 	6736901 e
A,DOM,NR,I551-I553,FRJ2	5061674 	4276579 e
A,DOM,NR,I551-I553,FRK1	2742218 u	2238890 e
A,DOM,NR,I551-I553,FRK2	13197900 	10315462 e
A,DOM,NR,I551-I553,FRL0	11993701 	10613560 e
A,DOM,NR,I551-I553,FRM0	2112855 	2154533 e
A,DOM,NR,I551-I553,FRY1	273955 u	195098 e
A,DOM,NR,I551-I553,FRY2	286181 u	170482 e
A,DOM,NR,I551-I553,FRY3	118973 u	91027 e
A,DOM,NR,I551-I553,FRY4	563638 	470196 e
A,DOM,NR,I551-I553,FRY5	: c	27435 e
A,DOM,NR,I551-I553,HR02	: 	179624 
A,DOM,NR,I551-I553,HR03	1234801 	1566540 
A,DOM,NR,I551-I553,HR05	: 	176510 
A,DOM,NR,I551-I553,HR06	: 	208030 
A,DOM,NR,I551-I553,HU11	641820 	360800 
A,DOM,NR,I551-I553,HU12	452839 	288649 
A,DOM,NR,I551-I553,HU21	1088258 	822766 
A,DOM,NR,I551-I553,HU22	1148319 	856865 
A,DOM,NR,I551-I553,HU23	984583 	714458 
A,DOM,NR,I551-I553,HU31	1077757 	681360 
A,DOM,NR,I551-I553,HU32	745312 	507377 
A,DOM,NR,I551-I553,HU33	670408 	465260 
A,DOM,NR,I551-I553,IE04	: 	857000 e
A,DOM,NR,I551-I553,IE05	: 	1458000 e
A,DOM,NR,I551-I553,IE06	: 	785000 e
A,DOM,NR,I551-I553,IS00	: 	1190857 
A,DOM,NR,I551-I553,ITC1	3211097 	2313748 
A,DOM,NR,I551-I553,ITC2	776284 	504736 
A,DOM,NR,I551-I553,ITC3	2597125 	2258040 
A,DOM,NR,I551-I553,ITC4	7364467 	5165321 
A,DOM,NR,I551-I553,ITF1	1359063 	1218156 
A,DOM,NR,I551-I553,ITF2	118594 	122428 
A,DOM,NR,I551-I553,ITF3	3126038 	2462909 
A,DOM,NR,I551-I553,ITF4	3001946 	2727651 
A,DOM,NR,I551-I553,ITF5	668064 	502510 
A,DOM,NR,I551-I553,ITF6	1482719 	1078058 
A,DOM,NR,I551-I553,ITG1	2688753 	2298151 
A,DOM,NR,I551-I553,ITG2	1603118 	1562092 
