A,DOM,NR,I551-I553,ITH1	2557470 	2130817 
A,DOM,NR,I551-I553,ITH2	2606696 	2070343 
A,DOM,NR,I551-I553,ITH3	6660616 	6021590 
A,DOM,NR,I551-I553,ITH4	1165417 	1001198 
A,DOM,NR,I551-I553,ITH5	8069962 	6583165 
A,DOM,NR,I551-I553,ITI1	6116609 	5547946 
A,DOM,NR,I551-I553,ITI2	1465862 	1431591 
A,DOM,NR,I551-I553,ITI3	1776762 	1824569 
A,DOM,NR,I551-I553,ITI4	4255704 	2942731 
A,DOM,NR,I551-I553,LI00	1677 	2638 
A,DOM,NR,I551-I553,LT01	349954 	403986 
A,DOM,NR,I551-I553,LT02	1319449 	1558647 
A,DOM,NR,I551-I553,LU00	110075 	153785 
A,DOM,NR,I551-I553,LV00	798365 	864400 
A,DOM,NR,I551-I553,ME00	111890 b	: 
A,DOM,NR,I551-I553,MK00	242674 	251830 
A,DOM,NR,I551-I553,MT00	167109 	245245 
A,DOM,NR,I551-I553,NL11	479358 	463443 
A,DOM,NR,I551-I553,NL12	1479069 	1588214 
A,DOM,NR,I551-I553,NL13	1574721 	1593199 
A,DOM,NR,I551-I553,NL21	1788604 	2001107 
A,DOM,NR,I551-I553,NL22	3297290 	3698239 
A,DOM,NR,I551-I553,NL23	516841 	509972 
A,DOM,NR,I551-I553,NL31	1071510 	1219553 
A,DOM,NR,I551-I553,NL32	4361494 	3909429 
A,DOM,NR,I551-I553,NL33	2971219 	2901767 
A,DOM,NR,I551-I553,NL34	1201364 	1798691 
A,DOM,NR,I551-I553,NL41	2754411 	2873662 
A,DOM,NR,I551-I553,NL42	2815062 	2915021 
A,DOM,NR,I551-I553,NO02	: 	1324860 
A,DOM,NR,I551-I553,NO06	: 	1086273 
A,DOM,NR,I551-I553,NO07	: 	1465327 
A,DOM,NR,I551-I553,NO08	: 	2635097 
A,DOM,NR,I551-I553,NO09	: 	1591527 
A,DOM,NR,I551-I553,NO0A	: 	3024489 
A,DOM,NR,I551-I553,NO0B	: 	22133 
A,DOM,NR,I551-I553,PL21	3441355 	2785480 
A,DOM,NR,I551-I553,PL22	2221892 	1536202 
A,DOM,NR,I551-I553,PL41	1698617 	1159241 
A,DOM,NR,I551-I553,PL42	2048211 	2016099 
A,DOM,NR,I551-I553,PL43	489624 	398941 
A,DOM,NR,I551-I553,PL51	2667405 	2153124 
A,DOM,NR,I551-I553,PL52	373939 	219302 
A,DOM,NR,I551-I553,PL61	1173271 	865274 
A,DOM,NR,I551-I553,PL62	1094983 	898208 
A,DOM,NR,I551-I553,PL63	2303330 	2169612 
A,DOM,NR,I551-I553,PL71	1118178 	688898 
A,DOM,NR,I551-I553,PL72	545565 	424141 
A,DOM,NR,I551-I553,PL81	897409 	721769 
A,DOM,NR,I551-I553,PL82	1063347 	759890 
A,DOM,NR,I551-I553,PL84	503888 	393186 
A,DOM,NR,I551-I553,PL91	2988332 	2030869 
A,DOM,NR,I551-I553,PL92	556331 	468904 
A,DOM,NR,I551-I553,PT11	2591841 	2308770 
A,DOM,NR,I551-I553,PT15	1316661 	1415323 
A,DOM,NR,I551-I553,PT16	2442466 	2170834 
A,DOM,NR,I551-I553,PT17	2200038 	1587068 
A,DOM,NR,I551-I553,PT18	1109805 	1063927 
A,DOM,NR,I551-I553,PT20	313957 	333519 
A,DOM,NR,I551-I553,PT30	282779 	311381 
A,DOM,NR,I551-I553,RO11	1298292 	1242456 
A,DOM,NR,I551-I553,RO12	2283987 	2239570 
A,DOM,NR,I551-I553,RO21	1015256 	1085352 
A,DOM,NR,I551-I553,RO22	1526359 	1775798 
A,DOM,NR,I551-I553,RO31	816130 	783890 
A,DOM,NR,I551-I553,RO32	937562 	743153 
A,DOM,NR,I551-I553,RO41	674875 	678200 
A,DOM,NR,I551-I553,RO42	754454 	620288 
A,DOM,NR,I551-I553,RS11	: 	147845 
A,DOM,NR,I551-I553,RS12	: 	282807 
A,DOM,NR,I551-I553,RS21	: 	880769 
A,DOM,NR,I551-I553,RS22	: 	407033 
A,DOM,NR,I551-I553,SE11	5056995 	3874191 
A,DOM,NR,I551-I553,SE12	2967871 	2773731 
A,DOM,NR,I551-I553,SE21	2419628 	2423428 
A,DOM,NR,I551-I553,SE22	2712339 	2592874 
A,DOM,NR,I551-I553,SE23	4890097 	4706919 
A,DOM,NR,I551-I553,SE31	2292753 	2154398 
A,DOM,NR,I551-I553,SE32	1179349 	1270496 
A,DOM,NR,I551-I553,SE33	1513972 	1245088 
A,DOM,NR,I551-I553,SI03	702851 	970236 
A,DOM,NR,I551-I553,SI04	646126 	1198929 
A,DOM,NR,I551-I553,SK01	515592 	256405 
A,DOM,NR,I551-I553,SK02	653186 	416785 
A,DOM,NR,I551-I553,SK03	1144573 	822455 
A,DOM,NR,I551-I553,SK04	844915 	581360 
A,DOM,NR,I551-I553,TR10	: 	4391837 
A,DOM,NR,I551-I553,TR21	: 	864292 
A,DOM,NR,I551-I553,TR22	: 	1988108 
A,DOM,NR,I551-I553,TR31	: 	2164183 
A,DOM,NR,I551-I553,TR32	: 	4032846 
A,DOM,NR,I551-I553,TR33	: 	1904567 
A,DOM,NR,I551-I553,TR41	: 	1786784 
A,DOM,NR,I551-I553,TR42	: 	2102844 
A,DOM,NR,I551-I553,TR51	: 	1998161 
A,DOM,NR,I551-I553,TR52	: 	1132512 
A,DOM,NR,I551-I553,TR61	: 	5538272 
A,DOM,NR,I551-I553,TR62	: 	2179688 
A,DOM,NR,I551-I553,TR63	: 	997169 
A,DOM,NR,I551-I553,TR71	: 	1446914 
A,DOM,NR,I551-I553,TR72	: 	937008 
A,DOM,NR,I551-I553,TR81	: 	605095 
A,DOM,NR,I551-I553,TR82	: 	473662 
A,DOM,NR,I551-I553,TR83	: 	990605 
A,DOM,NR,I551-I553,TR90	: 	1482230 
A,DOM,NR,I551-I553,TRA1	: 	704377 
A,DOM,NR,I551-I553,TRA2	: 	403563 
A,DOM,NR,I551-I553,TRB1	: 	672735 
A,DOM,NR,I551-I553,TRB2	: 	709092 
A,DOM,NR,I551-I553,TRC1	: 	990098 
A,DOM,NR,I551-I553,TRC2	: 	986147 
A,DOM,NR,I551-I553,TRC3	: 	733224 
