freq,accomunit,unit,nace_r2,geo\TIME_PERIOD	2021 
A,ESTBL,NR,I551-I553,AL01	398 
A,ESTBL,NR,I551-I553,AL02	467 
A,ESTBL,NR,I551-I553,AL03	592 
A,ESTBL,NR,I551-I553,AT	22695 
A,ESTBL,NR,I551-I553,AT1	4049 
A,ESTBL,NR,I551-I553,AT11	412 
A,ESTBL,NR,I551-I553,AT12	1478 
A,ESTBL,NR,I551-I553,AT13	2159 
A,ESTBL,NR,I551-I553,AT2	5354 
A,ESTBL,NR,I551-I553,AT21	2736 
A,ESTBL,NR,I551-I553,AT22	2618 
A,ESTBL,NR,I551-I553,AT3	13292 
A,ESTBL,NR,I551-I553,AT31	1625 
A,ESTBL,NR,I551-I553,AT32	3687 
A,ESTBL,NR,I551-I553,AT33	6542 
A,ESTBL,NR,I551-I553,AT34	1438 
A,ESTBL,NR,I551-I553,BE	9516 
A,ESTBL,NR,I551-I553,BE1	382 
A,ESTBL,NR,I551-I553,BE10	382 
A,ESTBL,NR,I551-I553,BE2	6067 
A,ESTBL,NR,I551-I553,BE21	1098 
A,ESTBL,NR,I551-I553,BE22	996 
A,ESTBL,NR,I551-I553,BE23	1199 
A,ESTBL,NR,I551-I553,BE24	543 
A,ESTBL,NR,I551-I553,BE25	2231 
A,ESTBL,NR,I551-I553,BE3	3067 
A,ESTBL,NR,I551-I553,BE31	94 
A,ESTBL,NR,I551-I553,BE32	351 
A,ESTBL,NR,I551-I553,BE33	1045 
A,ESTBL,NR,I551-I553,BE34	939 
A,ESTBL,NR,I551-I553,BE35	638 
A,ESTBL,NR,I551-I553,BG	3335 
A,ESTBL,NR,I551-I553,BG3	2064 
A,ESTBL,NR,I551-I553,BG31	169 
A,ESTBL,NR,I551-I553,BG32	279 
A,ESTBL,NR,I551-I553,BG33	644 
A,ESTBL,NR,I551-I553,BG34	972 
A,ESTBL,NR,I551-I553,BG4	1271 
A,ESTBL,NR,I551-I553,BG41	536 
A,ESTBL,NR,I551-I553,BG42	735 
A,ESTBL,NR,I551-I553,CH	36755 
A,ESTBL,NR,I551-I553,CH0	36755 
A,ESTBL,NR,I551-I553,CH01	15220 
A,ESTBL,NR,I551-I553,CH02	5292 
A,ESTBL,NR,I551-I553,CH03	475 
A,ESTBL,NR,I551-I553,CH04	568 
A,ESTBL,NR,I551-I553,CH05	9962 
A,ESTBL,NR,I551-I553,CH06	2517 
A,ESTBL,NR,I551-I553,CH07	2720 
A,ESTBL,NR,I551-I553,CY	811 
A,ESTBL,NR,I551-I553,CY0	811 
A,ESTBL,NR,I551-I553,CY00	811 
A,ESTBL,NR,I551-I553,CZ	10898 
A,ESTBL,NR,I551-I553,CZ0	10898 
A,ESTBL,NR,I551-I553,CZ01	863 
A,ESTBL,NR,I551-I553,CZ02	849 
A,ESTBL,NR,I551-I553,CZ03	1981 
A,ESTBL,NR,I551-I553,CZ04	1162 
A,ESTBL,NR,I551-I553,CZ05	2626 
A,ESTBL,NR,I551-I553,CZ06	1544 
A,ESTBL,NR,I551-I553,CZ07	1136 
A,ESTBL,NR,I551-I553,CZ08	737 
A,ESTBL,NR,I551-I553,DE	49197 
A,ESTBL,NR,I551-I553,DE1	6381 
A,ESTBL,NR,I551-I553,DE11	1531 
A,ESTBL,NR,I551-I553,DE12	1266 
A,ESTBL,NR,I551-I553,DE13	2417 
A,ESTBL,NR,I551-I553,DE14	1167 
A,ESTBL,NR,I551-I553,DE2	11518 
A,ESTBL,NR,I551-I553,DE21	4009 
A,ESTBL,NR,I551-I553,DE22	1615 
A,ESTBL,NR,I551-I553,DE23	859 
A,ESTBL,NR,I551-I553,DE24	852 
A,ESTBL,NR,I551-I553,DE25	950 
A,ESTBL,NR,I551-I553,DE26	880 
A,ESTBL,NR,I551-I553,DE27	2353 
